image_name,person_id,label,neck_angle,head_tilt_angle,spine_angle,shoulder_symmetry,ear_shoulder_dist,shoulder_hip_alignment,upper_body_ratio
Side_Good_P1.jpg,P1,good,50.47328332286407,97.08495990479035,6.111886033107268,0.024709701538085993,0.08364957730492872,0.18431100249290466,0.5761803659999845
Side_Good_P2.jpg,P2,good,52.02883060266475,101.57346542798155,3.00205561583451,0.01657047867774969,0.08599804210132976,0.19751887023448944,0.5056636330100784
Side_Good_P3.jpg,P3,good,53.49332684081073,100.64250485884378,4.983499478145071,0.04239153861999512,0.08735553055132685,0.19218799471855164,0.6325220108413094
Side_Good_P4.jpg,P4,good,49.06312148482834,97.92377791860537,1.9864618830620993,0.0219954252243042,0.10082942589297893,0.22745406627655035,0.517606830967555
Side_Good_P5.jpg,P5,good,48.459931298784944,98.04033468800652,6.663633859124398,0.003541439771652277,0.10172243869124566,0.21503891050815582,0.5447337316572697
Side_Good_P6.jpg,P6,good,51.48995871750821,92.24118612174577,2.43994754795345,0.023973385493024357,0.09183152231520164,0.17582966771110464,0.6877888430922272
Side_Good_P7.jpg,P7,good,51.65302713682124,101.68395412150011,6.123124857572392,0.012950667177379194,0.07285656400907285,0.2062391757520744,0.4302316543836139
Side_Good_P8.jpg,P8,good,48.72163818203679,94.89052115146954,3.743539790542137,0.012294834293070378,0.08834140835022923,0.20488523046991192,0.5336419116849195
Side_Good_P9.jpg,P9,good,47.988745000972244,116.19673589334124,7.644865226950639,0.003708687103021857,0.10615623584839412,0.22162406065852025,0.46816414383654764
Side_Good_P10.jpg,P10,good,52.47507703066582,117.08126861036142,5.982965074535025,0.026194357152619474,0.08449446193721033,0.18157580850711197,0.5104482715118065
Side_Good_P11.jpg,P11,good,49.42697395064129,92.9353851386522,7.159564346905366,0.040028984547465285,0.09186053261639023,0.1815570466665109,0.6157797624055175
Side_Good_P12.jpg,P12,good,48.40190805382953,104.07762367297454,5.758071410407764,0.034147009986433996,0.10427715881509257,0.1964048613901923,0.5748437631870627
Side_Good_P13.jpg,P13,good,52.030971762470685,88.10031379083448,6.372048288217676,0.003840611279978312,0.0986345773994358,0.21357570720766839,0.5579871734412436
Side_Bad_P1.jpg,P1,bad,56.51009148314769,101.51205329309508,14.681526324448193,0.02566546201705927,0.09083212543390555,0.1842678189277649,0.63835647360242
Side_Bad_P2.jpg,P2,bad,54.44795394550898,97.98963810261313,9.480962487603685,0.036679238080978394,0.09106477512892319,0.16928748786449432,0.6843066418241589
Side_Bad_P3.jpg,P3,bad,62.2803878002508,104.62623926568384,8.037738126382081,0.04617297649383545,0.0940664381995976,0.21232593059539795,0.6215495645707738
Side_Bad_P4.jpg,P4,bad,57.457063980654375,101.336698827238,12.661005437305924,0.020090818405151367,0.10080912888175111,0.22095111012458807,0.6101835934399622
Side_Bad_P5.jpg,P5,bad,53.33898856297916,99.24623781831261,11.765701521542268,0.004984498023986816,0.09894328238420125,0.21715626120567322,0.5851573856262627
Side_Bad_P6.jpg,P6,bad,54.56775296675744,87.87208654398617,14.999149901009233,0.004142388015238696,0.08423122426207862,0.17113954131707682,0.6514325622875013
